1559245179.251122	0.000000
1559245179.301122	0.000194
1559245179.351122	0.000384
1559245179.401122	0.000384
1559245179.451122	0.000384
1559245179.501122	0.000384
1559245179.551122	0.000384
1559245179.601122	0.000384
1559245179.651122	0.000384
1559245179.701122	0.000384
1559245179.751122	0.000384
1559245179.801122	0.000384
1559245179.851122	0.000384
1559245179.901122	0.000384
1559245179.951122	0.000384
1559245180.001122	0.000384
1559245180.051122	0.000384
1559245180.101122	0.000384
1559245180.151122	0.000384
1559245180.201122	0.000384
1559245180.251122	0.000384
1559245180.301122	0.000384
1559245180.351122	0.000384
1559245180.401122	0.000384
1559245180.451122	0.000384
1559245180.501122	0.000384
1559245180.551122	0.000384
1559245180.601122	0.000378
1559245180.651122	0.000373
1559245180.701122	0.000373
1559245180.751122	0.000373
1559245180.801122	0.000373
1559245180.851122	0.000373
1559245180.901122	0.000373
1559245180.951122	0.000373
1559245181.001122	0.000373
1559245181.051122	0.000373
1559245181.101122	0.000373
1559245181.151122	0.000373
1559245181.201122	0.000373
1559245181.251122	0.000373
1559245181.301122	0.000373
1559245181.351122	0.000373
1559245181.401122	0.000373
1559245181.451122	0.000373
1559245181.501122	0.000373
1559245181.551122	0.000373
1559245181.601122	0.000373
1559245181.651122	0.000373
1559245181.701122	0.000373
1559245181.751122	0.000373
1559245181.801122	0.000373
1559245181.851122	0.000373
1559245181.901122	0.000391
1559245181.951122	0.000489
1559245182.001122	0.000649
1559245182.051122	0.000816
1559245182.101122	0.000989
1559245182.151122	0.001146
1559245182.201122	0.001301
1559245182.251122	0.001458
1559245182.301122	0.001612
1559245182.351122	0.001821
1559245182.401122	0.002059
1559245182.451122	0.002263
1559245182.501122	0.002446
1559245182.551122	0.002597
1559245182.601122	0.002720
1559245182.651122	0.002833
1559245182.701122	0.002923
1559245182.751122	0.003003
1559245182.801122	0.003075
1559245182.851122	0.003140
1559245182.901122	0.003240
1559245182.951122	0.003360
1559245183.001122	0.003456
1559245183.051122	0.003566
1559245183.101122	0.003688
1559245183.151122	0.003789
1559245183.201122	0.003879
1559245183.251122	0.003971
1559245183.301122	0.004062
1559245183.351122	0.004158
1559245183.401122	0.004258
1559245183.451122	0.004348
1559245183.501122	0.004425
1559245183.551122	0.004489
1559245183.601122	0.004566
1559245183.651122	0.004651
1559245183.701122	0.004723
1559245183.751122	0.004797
1559245183.801122	0.004871
1559245183.851122	0.004945
1559245183.901122	0.005009
1559245183.951122	0.005083
1559245184.001122	0.005173
1559245184.051122	0.005243
1559245184.101122	0.005304
1559245184.151122	0.005375
1559245184.201122	0.005447
1559245184.251122	0.006980
1559245184.301122	0.008478
1559245184.351122	0.008519
1559245184.401122	0.008578
1559245184.451122	0.008603
1559245184.501122	0.008612
1559245184.551122	0.008629
1559245184.601122	0.008662
1559245184.651122	0.008687
1559245184.701122	0.008705
1559245184.751122	0.008723
1559245184.801122	0.008731
1559245184.851122	0.008733
1559245184.901122	0.008763
1559245184.951122	0.008827
1559245185.001122	0.008862
1559245185.051122	0.008865
1559245185.101122	0.008870
1559245185.151122	0.008873
1559245185.201122	0.008890
1559245185.251122	0.008924
1559245185.301122	0.008943
1559245185.351122	0.008945
1559245185.401122	0.008946
1559245185.451122	0.008973
1559245185.501122	0.009037
1559245185.551122	0.009116
1559245185.601122	0.009208
1559245185.651122	0.009309
1559245185.701122	0.009416
1559245185.751122	0.009540
1559245185.801122	0.009669
1559245185.851122	0.009797
1559245185.901122	0.009918
1559245185.951122	0.010030
1559245186.001122	0.010147
1559245186.051122	0.010260
1559245186.101122	0.010377
1559245186.151122	0.010506
1559245186.201122	0.010615
1559245186.251122	0.010707
1559245186.301122	0.010818
1559245186.351122	0.010934
1559245186.401122	0.011043
1559245186.451122	0.011162
1559245186.501122	0.011289
1559245186.551122	0.011411
1559245186.601122	0.011527
1559245186.651122	0.011632
1559245186.701122	0.011734
1559245186.751122	0.011836
1559245186.801122	0.011960
1559245186.851122	0.013386
1559245186.901122	0.019929
1559245186.951122	0.025888
1559245187.001122	0.027545
1559245187.051122	0.028745
1559245187.101122	0.029609
1559245187.151122	0.030181
1559245187.201122	0.030251
1559245187.251122	0.031508
1559245187.301122	0.033593
1559245187.351122	0.035504
1559245187.401122	0.037132
1559245187.451122	0.037365
1559245187.501122	0.038314
1559245187.551122	0.039068
1559245187.601122	0.039465
1559245187.651122	0.039984
1559245187.701122	0.039984
1559245187.751122	0.040445
1559245187.801122	0.040445
1559245187.851122	0.040951
1559245187.901122	0.041482
1559245187.951122	0.041870
1559245188.001122	0.041870
1559245188.051122	0.041870
1559245188.101122	0.042450
1559245188.151122	0.042450
1559245188.201122	0.042450
1559245188.251122	0.042904
1559245188.301122	0.043020
1559245188.351122	0.043020
