1559245179.2511219978	0.0000000000	0.0000000000	0.0000000000	1.6443888720	0.8078704911	144.9828112661
1559245179.2611219883	0.0000068046	0.0000068056	0.0000068048	1.6445904289	0.8076125311	144.9818346619
1559245179.2711219788	0.0041599574	-0.0059205128	0.0001088281	1.6446578171	0.8075450707	144.9808196842
1559245179.2811219692	0.0062289368	-0.0088732162	0.0001596476	1.6445910336	0.8076680097	144.9797662771
1559245179.2911219597	0.0097093397	-0.0138400130	0.0002451460	1.6442872862	0.8080259365	144.9786450137
1559245179.3011219501	0.0133755460	-0.0190717476	0.0003352463	1.6435237887	0.8086390331	144.9773915562
1559245179.3111219406	0.0202885961	-0.0289363190	0.0005052642	1.6428112803	0.8088631501	144.9761500815
1559245179.3211219311	0.0294039241	-0.0419428300	0.0007294996	1.6425458360	0.8084063099	144.9750426401
1559245179.3311219215	0.0343098762	-0.0489427637	0.0008501136	1.6428840348	0.8075091936	144.9742119144
1559245179.3411219120	0.0392984408	-0.0560603512	0.0009726200	1.6420451957	0.8078190674	144.9741568787
1559245179.3511219025	0.0444105555	-0.0633542051	0.0010982086	1.6410975601	0.8082388310	144.9742689195
1559245179.3611218929	0.0497647546	-0.0709934909	0.0012298131	1.6407301435	0.8086946165	144.9747512175
1559245179.3711218834	0.0557313214	-0.0795066446	0.0013765538	1.6411085885	0.8088724045	144.9749481328
1559245179.3811221123	0.0608924629	-0.0868706619	0.0015035146	1.6416124580	0.8087579651	144.9750713858
1559245179.3911221027	0.0619412157	-0.0883670528	0.0015293097	1.6412554406	0.8085920375	144.9756178272
1559245179.4011220932	0.0639386244	-0.0912170615	0.0015784284	1.6414714824	0.8085791008	144.9766252875
1559245179.4111220837	0.0679890004	-0.0969965819	0.0016780332	1.6420073378	0.8091169343	144.9772836339
1559245179.4211220741	0.0704531656	-0.1005128049	0.0017386719	1.6416549038	0.8090550027	144.9777943702
1559245179.4311220646	0.0703879131	-0.1004196907	0.0017370663	1.6413370189	0.8091090600	144.9781082028
1559245179.4411220551	0.0747393890	-0.1066291953	0.0018441496	1.6416293270	0.8097711877	144.9776466582
1559245179.4511220455	0.0840018510	-0.1198463829	0.0020722688	1.6420126119	0.8106314188	144.9775616708
1559245179.4611220360	0.0899625994	-0.1283521214	0.0022192279	1.6425919177	0.8108299813	144.9778023536
1559245179.4711220264	0.0970033724	-0.1383991021	0.0023928580	1.6431327699	0.8105151787	144.9779205041
1559245179.4811220169	0.1031175784	-0.1471239336	0.0025435802	1.6435260504	0.8099986883	144.9778872466
1559245179.4911220074	0.1086178084	-0.1549726284	0.0026790807	1.6437952447	0.8094756990	144.9782500736
1559245179.5011219978	0.1177422397	-0.1679931439	0.0029037218	1.6442894397	0.8090769305	144.9791780606
1559245179.5111219883	0.1245863214	-0.1777599490	0.0030721422	1.6442655349	0.8091706538	144.9800018599
1559245179.5211219788	0.1348591295	-0.1924201458	0.0033249718	1.6438187798	0.8091120945	144.9797510877
1559245179.5311219692	0.1437304706	-0.2050802079	0.0035432919	1.6433954052	0.8090071382	144.9791618499
1559245179.5411219597	0.1538918910	-0.2195809919	0.0037933242	1.6436914538	0.8089870266	144.9788727104
1559245179.5511219501	0.1579989789	-0.2254419201	0.0038943802	1.6441621151	0.8091816400	144.9787382835
1559245179.5611219406	0.1604211012	-0.2288983358	0.0039539912	1.6451712005	0.8098550937	144.9792055364
1559245179.5711219311	0.1678818913	-0.2395452236	0.0041377644	1.6463677565	0.8106919593	144.9806766533
1559245179.5811219215	0.1709195166	-0.2438802896	0.0042126668	1.6473687028	0.8115270870	144.9822514194
1559245179.5911219120	0.1770946759	-0.2526935184	0.0043650981	1.6467221005	0.8126502062	144.9830230918
1559245179.6011219025	0.1811142623	-0.2584304641	0.0044644593	1.6461300660	0.8136167300	144.9833501097
1559245179.6111218929	0.1849934160	-0.2639670444	0.0045604639	1.6456009969	0.8140272870	144.9831128309
1559245179.6211218834	0.1883697958	-0.2687859903	0.0046440670	1.6444433188	0.8145734784	144.9833783646
1559245179.6311221123	0.1938427798	-0.2765973998	0.0047796765	1.6428730656	0.8151717653	144.9832328481
1559245179.6411221027	0.2011435916	-0.2870175449	0.0049607080	1.6422913599	0.8153113030	144.9836756226
1559245179.6511220932	0.2056965071	-0.2935158408	0.0050736230	1.6422713701	0.8151655934	144.9842144546
1559245179.6611220837	0.2108082750	-0.3008119224	0.0052003769	1.6433982166	0.8144893207	144.9846976758
1559245179.6711220741	0.2159668526	-0.3081749494	0.0053281870	1.6440251940	0.8142291649	144.9848421687
1559245179.6811220646	0.2165892281	-0.3090632939	0.0053436023	1.6444154029	0.8142204883	144.9848481924
1559245179.6911220551	0.2215916281	-0.3162034406	0.0054675024	1.6442014096	0.8148271559	144.9842184011
1559245179.7011220455	0.2278357608	-0.3251157608	0.0056222707	1.6436510984	0.8148641814	144.9836522260
1559245179.7111220360	0.2345547289	-0.3347056164	0.0057888137	1.6439090610	0.8152719612	144.9833347005
1559245179.7211220264	0.2440867237	-0.3483102917	0.0060251994	1.6451427173	0.8157818866	144.9831632582
1559245179.7311220169	0.2484568063	-0.3545475137	0.0061336413	1.6460148690	0.8161527319	144.9830533093
1559245179.7411220074	0.2597145956	-0.3706151853	0.0064131250	1.6457407917	0.8159536196	144.9835683168
1559245179.7511219978	0.2639020458	-0.3765918318	0.0065170578	1.6453436181	0.8159165621	144.9835482963
1559245179.7611219883	0.2699906197	-0.3852819058	0.0066681697	1.6449521397	0.8162723634	144.9824908865
1559245179.7711219788	0.2737069762	-0.3905859628	0.0067604435	1.6454548602	0.8157615236	144.9824981153
1559245179.7811219692	0.2865946701	-0.4089795346	0.0070802332	1.6460201464	0.8155641006	144.9824578924
1559245179.7911219597	0.2928921491	-0.4179674086	0.0072364582	1.6451231285	0.8164425041	144.9821093628
1559245179.8011219501	0.2987444439	-0.4263197983	0.0073817943	1.6439116592	0.8174176017	144.9820022517
1559245179.8111219406	0.3087157256	-0.4405507469	0.0076297166	1.6431351520	0.8170265861	144.9817641339
1559245179.8211219311	0.3119401894	-0.4451526396	0.0077098497	1.6427545041	0.8165543683	144.9815119007
1559245179.8311219215	0.3151344432	-0.4497113748	0.0077891857	1.6422737030	0.8161492645	144.9813795791
1559245179.8411219120	0.3195151114	-0.4559632891	0.0078979343	1.6412813783	0.8152046240	144.9818341408
1559245179.8511219025	0.3211896543	-0.4583531733	0.0079394566	1.6404415000	0.8149540600	144.9825311990
1559245179.8611218929	0.3273437837	-0.4671364799	0.0080920115	1.6403757213	0.8154770169	144.9830811239
1559245179.8711218834	0.3265367701	-0.4659846688	0.0080719933	1.6410624828	0.8161969376	144.9829703291
1559245179.8811221123	0.3368675741	-0.4807292554	0.0083284772	1.6416651195	0.8163541084	144.9824710865
1559245179.8911221027	0.3441267075	-0.4910896239	0.0085087330	1.6420024981	0.8159687966	144.9826350481
1559245179.9011220932	0.3547711924	-0.5062817219	0.0087729286	1.6421696968	0.8164575894	144.9821912202
1559245179.9111220837	0.3561903266	-0.5083071150	0.0088081722	1.6427630843	0.8166083752	144.9816422175
1559245179.9211220741	0.3636119270	-0.5188990340	0.0089925159	1.6429037631	0.8161551010	144.9817251897
1559245179.9311220646	0.3717417517	-0.5305017479	0.0091943393	1.6430293641	0.8155118887	144.9821133108
1559245179.9411220551	0.3699486089	-0.5279425750	0.0091498590	1.6433324269	0.8151999492	144.9819942427
1559245179.9511220455	0.3770442860	-0.5380694773	0.0093258047	1.6432360862	0.8147160309	144.9821400195
1559245179.9611220360	0.3831196839	-0.5467402899	0.0094763624	1.6426367138	0.8150511980	144.9822640948
